Date,shock,Price,simple_return,log_return,loss_return
2015-01-02,0.008602825335118622,604.701971765809,0.008639935979453561,0.00860282533511877,-0.00860282533511877
2015-01-05,-0.00911891121458678,599.2128137834484,-0.009077460035944007,-0.009118911214586817,0.009118911214586817
2015-01-06,0.0037100807126286355,601.4400707834523,0.003716971581333439,0.0037100807126286984,-0.0037100807126286984
2015-01-07,-0.023422659428570355,587.5164455647994,-0.023150478152404452,-0.02342265942857045,0.02342265942857045
2015-01-08,0.0057000689982728186,590.8748924383818,0.005716345302221981,0.005700068998272896,-0.005700068998272896
2015-01-09,0.008039155916964854,595.644172633929,0.0080715566976719,0.008039155916965064,-0.008039155916965064
2015-01-12,0.026073671685403765,611.3790447593389,0.026416563526225012,0.026073671685403737,-0.026073671685403737
2015-01-13,0.020046700211085632,623.7588497175334,0.020248984757185617,0.02004670021108552,-0.02004670021108552
2015-01-14,-0.0070784263393981915,619.3592082851575,-0.007053433284943789,-0.007078426339398178,0.007078426339398178
2015-01-15,-0.0056875804503840124,615.8465516879586,-0.005671436785326112,-0.005687580450383913,0.005687580450383913
2015-01-16,0.011232424860992353,622.8029975438309,0.011295745404119817,0.01123242486099226,-0.01123242486099226
2015-01-19,0.0029461533803778295,624.6405762655813,0.0029504975554024426,0.002946153380377722,-0.002946153380377722
2015-01-20,-0.01035888797709022,618.2033931023017,-0.010305419481014821,-0.01035888797708998,0.01035888797708998
2015-01-21,0.006557403605934684,622.2705225925091,0.006578950448326681,0.006557403605934597,-0.006557403605934597
2015-01-22,-0.012393517045348825,614.6059955921771,-0.0123170337048909,-0.012393517045348903,0.012393517045348903
2015-01-23,-0.006761083273413574,610.464609180831,-0.006738278573667156,-0.006761083273413504,0.006761083273413504
2015-01-26,-0.005955392660776598,606.8398568525193,-0.005937694460577458,-0.00595539266077652,0.00595539266077652
2015-01-27,-0.0019703689942470893,605.6453356243621,-0.0019684290915774616,-0.0019703689942470047,0.0019703689942470047
2015-01-28,0.007152429169551585,609.9926995623581,0.007178068883357591,0.007152429169551505,-0.007152429169551505
2015-01-29,0.01022891161070882,616.2642820174473,0.010281405760411255,0.0102289116107089,-0.0102289116107089
2015-01-30,-0.005397872710044835,612.9467277903855,-0.005383330372808914,-0.005397872710044959,0.005397872710044959
2015-02-02,0.00672874966539605,617.0849999649516,0.006751438562180079,0.006728749665395988,-0.006728749665395988
2015-02-03,-0.003947890488575152,614.6536185346847,-0.0039401078140045565,-0.003947890488575266,0.003947890488575266
2015-02-04,-0.02365604181378764,600.2839813109282,-0.023378431022684443,-0.02365604181378752,0.02365604181378752
2015-02-05,0.007694052328335514,604.9204112699271,0.007723727607845898,0.0076940523283355895,-0.0076940523283355895
2015-02-06,-0.004576406976755195,602.1583742028205,-0.00456595118241776,-0.004576406976755209,0.004576406976755209
2015-02-09,-0.0018102817807764942,601.0692839464067,-0.001808644209018273,-0.0018102817807766874,0.0018102817807766874
